battery_id,filename,ambient_temperature,Re,Rct,avg_battery_impedance,max_battery_impedance,avg_rectified_impedance,max_rectified_impedance
B0047,00002.csv,24,0.05605783343888099,0.20097016584458333,0.21392855186944962,0.3848591548411698,0.08412144978741305,0.17647731007718181
B0047,00004.csv,24,0.05319185850921101,0.16473399914864734,0.21708245270768237,0.35229923793637197,0.08442714760132271,0.1457141117954322
B0047,00014.csv,24,0.05963791501051059,0.21039872263834902,0.22201329022419994,0.3950287398549942,0.08936893210536606,0.17616665688890282
B0047,00016.csv,24,0.05512505361624278,0.1754882075917004,0.2211053359612666,0.36122766602513945,0.08867871432472037,0.15418835816938117
B0047,00018.csv,24,0.058878485312444453,0.19095687096090014,0.2190141811173265,0.3914813745408368,0.08730543272703688,0.1761714195480906
B0047,00020.csv,24,0.05281282159808424,0.17225152334151322,0.2207926875510077,0.3580021789113,0.086573426341427,0.14639497766746437
B0047,00030.csv,24,0.057516600514537095,0.196364379896874,0.21784753442467017,0.37494519118344505,0.08792527702031586,0.16918289699590242
B0047,00032.csv,24,0.05353424494363978,0.1777073031474945,0.22146624928106662,0.35953385482300265,0.08872497088971636,0.15050216856620768
B0047,00034.csv,24,0.06203113143529375,0.20089789289030596,0.22208048577832984,0.3943814499414313,0.09043088837424938,0.17569025851890513
B0047,00036.csv,24,0.05858490374013478,0.18415407975514042,0.2265112781128559,0.3738498886275045,0.09378992059228196,0.1536077178549016
B0047,00046.csv,24,0.062410515179020035,0.21439323318771758,0.22586652041700464,0.39422799573914336,0.09353365653856552,0.17675697014256966
B0047,00048.csv,24,0.058089440596035116,0.18668970409335445,0.22835499700806916,0.3695764344248436,0.0949639086397025,0.156684543950647
B0047,00058.csv,24,0.06545446046217203,0.22145350055169272,0.23224839987830878,0.3969283919523869,0.09815195475029483,0.18416971076724148
B0047,00060.csv,24,0.05889356113513966,0.20283861831236083,0.2315076018814688,0.3734815869057366,0.09790774493811351,0.15905538869416774
B0047,00070.csv,24,0.06743699845446587,0.23182146271844611,0.23909427124258223,0.40791147329262395,0.10228373453818951,0.1920447762224885
B0047,00072.csv,24,0.060657470418007564,0.21399678178486087,0.23624814685293774,0.38516750481869627,0.10204790991980581,0.1712001240693723
B0047,00082.csv,24,0.0701001536900913,0.22987797007523192,0.24462086007390327,0.41396344485973624,0.10565772797223069,0.19458978495456222
B0047,00084.csv,24,0.06550718241713958,0.20355160811691492,0.2408902505798599,0.3906192460132404,0.10539468453816404,0.1744361434410363
B0047,00086.csv,24,0.06547504558382393,0.23692895486998544,0.23559037184364018,0.40965987097670054,0.09892693294089396,0.185836158620667
B0047,00088.csv,24,0.06405018284856573,0.2030937186647097,0.2378773762102595,0.3855326753611594,0.1028216157063354,0.17293099536383835
B0047,00098.csv,24,0.06709824474037232,0.2303958167446359,0.2378448459269015,0.40562092908247743,0.10192951037563058,0.1890551897864799
B0047,00100.csv,24,0.0658333505063299,0.22044155106998758,0.24290845025762,0.3968493301157026,0.10659222193237707,0.17370443662467472
B0047,00110.csv,24,0.06982103693778563,0.24787176507460934,0.24714213307277344,0.41894485233398115,0.10730475549514396,0.20009849856965467
B0047,00112.csv,24,0.06878780909118251,0.21360336620224382,0.24615588538096497,0.4006620975729154,0.10939695528368518,0.17908818517707584
B0047,00122.csv,24,0.07117358017648434,0.23685982966743208,0.24657251442439265,0.41190056490706345,0.10843573571922338,0.19626442730885182
B0047,00124.csv,24,0.06704245742224402,0.2239461958000678,0.24646793272277048,0.3975154484927228,0.10969601157814,0.17943700610969637
B0047,00134.csv,24,0.07023260964111881,0.24323243271860617,0.24928711162497183,0.4183467857815852,0.10876676381889802,0.19990561213536062
B0047,00136.csv,24,0.06768700346240909,0.22229050779281917,0.24738531849109924,0.40272030573416423,0.11035948938209177,0.18425302002659158
B0047,00138.csv,24,0.07161977998793091,0.23403724411294652,0.2445466407993416,0.4165049974856419,0.10577048991820516,0.18930123737370502
B0047,00140.csv,24,0.07068108535338244,0.19528521622738274,0.2451690993378706,0.4009952986561964,0.1081723543247312,0.17333520816323666
B0047,00150.csv,24,0.07509561004673014,0.23858006096341283,0.25238055341911125,0.4244631333548057,0.11102971803697499,0.1970147192254754
B0047,00152.csv,24,0.07216164396916556,0.21346805183925466,0.24982936189675412,0.4062874624518258,0.1118278727202773,0.17980988274592877
B0047,00154.csv,24,0.0744699239483102,0.22881371041584014,0.2500686837034585,0.4258256954285304,0.1087982092517603,0.19247089024758834
B0047,00156.csv,24,0.07206578369812164,0.21699657259865804,0.25029115813057073,0.40341550136562065,0.11223820685205754,0.17785201290744157
B0047,00166.csv,24,0.07588155579843063,0.21716973379374443,0.25429496083660325,0.4135807196887337,0.11425872267707622,0.1830439150370234
B0047,00168.csv,24,0.07280052727114004,0.2167410015359882,0.2518870697071394,0.4112726778034656,0.11333557899360559,0.18419574977020617
B0047,00170.csv,24,0.07227737714460603,0.23707482814903902,0.246842581165967,0.42176535646877483,0.1067537964104882,0.19129926000410008
B0047,00172.csv,24,0.07278328377782098,0.21520598666769783,0.25042237227612213,0.4096879633360889,0.11221612350440247,0.18112171046241565
B0047,00182.csv,24,0.07436360239266564,0.23408631844470174,0.2517829873357192,0.42748067414803714,0.1097849771378467,0.193502513579723
B0047,00184.csv,24,0.07300469972093052,0.22171366635291487,0.25260476727402686,0.4048265816401226,0.1141670925916969,0.18215899367863683
B0045,00186.csv,24,0.07262833091140136,0.24565288003805374,0.26932579988500427,0.46342008292232506,0.11042704523450826,0.21288845279967417
B0045,00188.csv,24,0.06508671766814605,0.2144103420624745,0.26383455934422806,0.44221382365748907,0.10913904410121926,0.17399584259768996
B0045,00198.csv,24,0.07156780084491574,0.22917409664850488,0.26972390022539033,0.45963226223638476,0.11135491853970751,0.18079998993207375
B0045,00200.csv,24,0.06496762136397431,0.2113722499969527,0.26322895198936325,0.43991785574031084,0.10894475496552743,0.1673756722398747
B0045,00202.csv,24,0.07085905110621606,0.22536782747057604,0.27068326268613047,0.465533419448718,0.11106069745439943,0.18365635304654432
B0045,00204.csv,24,0.065834534585151,0.22481998719814678,0.26847904150429575,0.4487523953694522,0.11165874620351576,0.17508161594827462
B0045,00214.csv,24,0.07271611665352982,0.23728932492610438,0.2779967810352467,0.4997475741232473,0.11478764911388262,0.19234378465761623
B0045,00216.csv,24,0.06633054353412862,0.22668842296884809,0.26875578815354634,0.4444567801189647,0.11296976282885234,0.175604427527721
B0045,00218.csv,24,0.07379391711435068,0.23402805149171307,0.2736970551626218,0.472342164848588,0.11282450051425531,0.188961694649258
B0045,00220.csv,24,0.06625716405326432,0.20403871987566008,0.2645232038084749,0.44755072632023635,0.1089884123680401,0.16822664324646167
B0045,00230.csv,24,0.07407085440337718,0.24712433453213517,0.2816369772659682,0.5234249499372359,0.11662118576720569,0.19514060077521772
B0045,00232.csv,24,0.06777627439604476,0.22534672829210955,0.27287034973501617,0.46003506431329727,0.11380615637553818,0.1827779213788005
B0045,00242.csv,24,0.07553585453265253,0.22696302548798958,0.2784793293440671,0.47225833677362633,0.11684770104566693,0.19252105758074978
B0045,00244.csv,24,0.06980563364404266,0.23139179896466652,0.2768610401723825,0.4669019096715162,0.11585890008990332,0.18441571125944822
